"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.9641669671803e-21,0.764734191502988,0.863,0.545,6.45877023817898e-17,"2","Usp32"
1.99951219437761e-21,0.374407492425468,0.263,0.084,6.57499594877188e-17,"2","Serac1"
2.04326892788426e-21,0.104953602582933,0.515,0.226,6.71888121556183e-17,"2","Ireb2"
2.05472797508399e-21,0.927758655886655,0.384,0.158,6.75656200046867e-17,"2","Fibp"
2.05863421165621e-21,0.257339899838122,0.401,0.166,6.76940687818911e-17,"2","Sulf2"
2.06308341947791e-21,0.267927887741694,0.692,0.334,6.7840372082692e-17,"2","Trim33"
2.09005564932131e-21,0.610876731686496,0.824,0.515,6.87272999166326e-17,"2","Exoc6b"
2.15246901147954e-21,0.174936745215293,0.527,0.231,7.07796385044819e-17,"2","Ndufb4"
2.15689847384504e-21,1.07630711866077,0.272,0.093,7.09252925154464e-17,"2","Rdh13"
2.16192118688102e-21,0.280432678699388,0.361,0.14,7.10904543882084e-17,"2","Cpsf3"
2.21234564723057e-21,0.190291725716436,0.277,0.091,7.27485619178829e-17,"2","Ccdc71"
2.25929065005527e-21,0.544705941989155,0.378,0.149,7.42922544457675e-17,"2","Wars1"
2.2852554230157e-21,0.282949168722659,0.675,0.322,7.51460540750251e-17,"2","Ublcp1"
2.39551422950039e-21,0.14052692036955,0.305,0.106,7.87716944086613e-17,"2","Nanp"
2.51957136069003e-21,0.185578947783304,0.546,0.241,8.28510650535702e-17,"2","Ndufb3"
2.63194790406882e-21,0.340126744927472,0.303,0.105,8.6546342929495e-17,"2","Mre11"
2.78615026201703e-21,0.319666570027699,0.443,0.187,9.16169790659059e-17,"2","Nudc"
2.79756264199189e-21,0.24940203930295,0.319,0.115,9.19922523566194e-17,"2","Atpaf2"
3.08667204906034e-21,0.785425610798897,0.401,0.166,1.01499036989251e-16,"2","Dyrk2"
3.0944936135962e-21,0.290498827907834,0.359,0.138,1.01756233495884e-16,"2","Ccdc137"
3.56414436285639e-21,0.426976959244384,0.798,0.372,1.17199759083807e-16,"2","Map1lc3a"
3.64584641466943e-21,0.379914471732693,0.527,0.227,1.19886367653575e-16,"2","Cnpy2"
3.74423281352937e-21,0.202230621346334,0.728,0.35,1.23121607607286e-16,"2","Ubn2"
3.94360576770228e-21,0.560085743757845,0.908,0.737,1.29677588459354e-16,"2","Rere"
4.01498708884236e-21,0.100944685023687,0.692,0.329,1.32024820442403e-16,"2","Cstf3"
4.14787546377569e-21,0.139383049759911,0.499,0.22,1.36394588875336e-16,"2","Iqsec2"
4.21019258429455e-21,0.916690692732107,0.437,0.193,1.38443762749358e-16,"2","Pdgfa"
4.2838011203644e-21,0.232409519044667,0.616,0.27,1.40864232240943e-16,"2","Arpc5l"
4.4704027151055e-21,0.494072686476283,0.529,0.236,1.47000252480814e-16,"2","Nop56"
4.48767191018864e-21,0.588649715348281,0.804,0.439,1.47568115422733e-16,"2","Ppip5k1"
4.63686606801163e-21,0.118596956861889,0.619,0.289,1.52474066914427e-16,"2","Rnf19a"
4.68460193404593e-21,0.388593436030525,0.51,0.231,1.54043765397232e-16,"2","Cwc15"
4.68545971629071e-21,0.630782908307112,0.398,0.161,1.54071971850788e-16,"2","Trappc2l"
4.84906999856904e-21,0.525478388626325,0.314,0.116,1.59451968762946e-16,"2","Prep"
4.92560359738211e-21,0.656578642131043,0.381,0.156,1.61968623092716e-16,"2","Hspb8"
4.94790625454063e-21,0.128396545974216,0.317,0.113,1.6270200136806e-16,"2","Ddx47"
4.9531334738248e-21,0.338737675102694,0.499,0.215,1.62873888019781e-16,"2","Cplx1"
5.01956912889911e-21,0.220323284027647,0.653,0.278,1.65058491665589e-16,"2","Sult4a1"
5.03520003712455e-21,0.560205930935881,0.392,0.162,1.65572482820766e-16,"2","Rcan3"
5.1767461094248e-21,0.21868237611581,0.443,0.187,1.70226942316216e-16,"2","Atp6v0a2"
5.18054626118604e-21,0.99977657980321,0.345,0.138,1.70351902706581e-16,"2","Srp9"
5.20295417474216e-21,0.500340122540892,0.944,0.666,1.71088742128046e-16,"2","Snrnp70"
5.30365430914062e-21,0.679405479729221,0.42,0.179,1.74400064647471e-16,"2","Adrm1"
5.40955164028766e-21,0.245925181577972,0.585,0.245,1.77882286587579e-16,"2","Creld1"
5.65112705661095e-21,0.512973240910275,0.798,0.436,1.85826011002538e-16,"2","Nsmce2"
6.01459515857657e-21,0.659540972250369,0.325,0.123,1.97777932599473e-16,"2","Gnal"
6.0804552437133e-21,0.26751905883825,0.356,0.137,1.99943609779024e-16,"2","Psmd5"
6.22514901339716e-21,0.375017554585814,0.683,0.334,2.04701575007539e-16,"2","Dzip3"
6.22566037533598e-21,0.119109399798651,0.706,0.308,2.04718390122173e-16,"2","Uqcr11"
6.33269208811586e-21,0.497209614499696,0.748,0.399,2.08237913933514e-16,"2","Mtus1"
6.38969852036172e-21,0.301272385230054,0.535,0.238,2.10112456445054e-16,"2","Pura"
6.64441660561092e-21,0.504993178526855,0.451,0.185,2.18488351242304e-16,"2","Tfrc"
6.72236346629266e-21,0.364893448852518,0.437,0.186,2.21051477862102e-16,"2","Mrps9"
6.90272533049617e-21,0.180627988794737,0.714,0.339,2.26982317042706e-16,"2","Phc3"
6.91960602066323e-21,0.261161838600839,0.557,0.261,2.27537404777469e-16,"2","Spata5"
6.96483692957563e-21,0.327571979475036,0.515,0.231,2.29024732755235e-16,"2","Pdzd8"
7.01748883036387e-21,0.258568344781091,0.605,0.264,2.30756085208855e-16,"2","Tsn"
7.06788710717632e-21,0.677761461267671,0.426,0.175,2.32413331745279e-16,"2","G6pc3"
7.53256645769098e-21,0.618638997820582,0.717,0.387,2.47693382828252e-16,"2","AABR07026012.1"
7.57876340102774e-21,0.270276654112991,0.619,0.276,2.49212476915995e-16,"2","Pin1"
7.99599687275351e-21,0.473706563127071,0.35,0.137,2.62932365166754e-16,"2","Hspa14"
8.15291954585719e-21,0.207410678977658,0.613,0.284,2.68092453426422e-16,"2","Cat"
8.27035701676613e-21,0.146947136750891,0.524,0.232,2.71954149782321e-16,"2","Dennd1b"
8.3283592330557e-21,0.104646000014642,0.35,0.134,2.7386143666057e-16,"2","Cars2"
8.39176189679124e-21,0.471747695173167,0.255,0.082,2.75946306452186e-16,"2","Pkd1l3"
8.4655429406632e-21,0.381038450403302,0.487,0.214,2.78372448517828e-16,"2","Ndufs7"
8.75318434865976e-21,0.373656097325518,0.398,0.163,2.87830960936979e-16,"2","Gga3"
8.92485255653824e-21,0.23144992985141,0.569,0.244,2.93475926616647e-16,"2","Psmc2"
9.16308665291141e-21,0.214392471332793,0.501,0.223,3.01309778407686e-16,"2","Slc49a4"
9.23475473192884e-21,0.391834833635057,0.703,0.354,3.03666439850016e-16,"2","Larp1"
9.66844510832349e-21,0.148846601731724,0.37,0.147,3.17927480497001e-16,"2","Pnpla6"
9.84813379572584e-21,0.505138040644724,0.496,0.22,3.23836183604853e-16,"2","Ech1"
9.92551857916671e-21,0.985958103667017,0.28,0.099,3.26380827438739e-16,"2","Khk"
9.96335662222414e-21,0.151567209275059,0.644,0.302,3.27625055808596e-16,"2","Ubr1"
1.03281830973755e-20,0.613682587473705,0.381,0.155,3.39621644791e-16,"2","Srp19"
1.04910765400165e-20,0.119503001812603,0.513,0.229,3.44978069865362e-16,"2","Rnaseh2a"
1.05003215123822e-20,0.423108863687407,0.317,0.116,3.45282072291665e-16,"2","Hspb11"
1.08843077129419e-20,0.428613052143832,0.874,0.502,3.57908690524668e-16,"2","Pnn"
1.09436595837345e-20,0.533230107122885,0.291,0.103,3.59860358091942e-16,"2","Tmem143"
1.09482189036281e-20,0.418837533216049,0.675,0.332,3.60010282208002e-16,"2","Arhgef7"
